"user","age","gender","location","distribution_excellent","distribution_very_good","distribution_avergae","distribution_poor","distribution_terrible"
"O8456UQalexv","25-34","man","Bucharest, Romania","4","2.0","0.0","0.0","0.0"
"tracey2586","25-34","woman","Gold Coast, Australia","7","14.0","13.0","0.0","2.0"
"Ceren U","","","","","","","",""
"komalo","35-49","man","Warsaw, Poland","11","49.0","16.0","2.0","2.0"
"reddabond7","","","California","4","0.0","2.0","0.0","0.0"
"luckylouke","","man","Genoa, Italy","11","41.0","22.0","5.0","2.0"
"captainolive","35-49","man","Abu Dhabi, United Arab Emirates","20","20.0","6.0","4.0","6.0"
"lizs748","","","","","","","",""
"Allexx2013","","","","","","","",""
"2FromLittleRedDot","","","","","","","",""
"SUNSEEDMAN","35-49","man","Edirne, Turkey","23","26.0","8.0","0.0","1.0"
"Giulperu","","","","","","","",""
"arisath","","","Athens, Greece","6","3.0","2.0","3.0","4.0"
"TheGreat1976","","","","","","","",""
"Vacation94618","","","","","","","",""
"BranaBelgrade","","","","","","","",""
"Vera_Karaki","","","Chania Town, Greece","5","2.0","1.0","2.0","0.0"
"gandalfwizardofessex","From Leigh-on","","Leigh-on Sea, United Kingdom","10","20.0","6.0","1.0","0.0"
"SusanD432","","","","","","","",""
"parazzzite","","","","","","","",""
"JBRNewtown_Pa","","","","","","","",""
"MGoran","","","","","","","",""
"claudiadum","","","","","","","",""
"Nicu-Bucuresti","","","","","","","",""
"lbrittNM","50-64","man","Corrales, New Mexico","24","15.0","2.0","1.0","1.0"
"LucieHutson","","","Durres, Albania","6","2.0","2.0","0.0","1.0"
"AniBoland","","","","","","","",""
"jimmis","","","","","","","",""
"EmmettMc","","","","","","","",""
"SYolo","","","","","","","",""
"StVar","","","","","","","",""
"hotelsfan","","","","","","","",""
"CHRISTOS_LIM","","","","","","","",""
"worldloafer","","man","San Francisco, California","5","2.0","1.0","0.0","0.0"
"Sladge","","woman","Skopje, Republic of North Macedonia","8","6.0","0.0","0.0","0.0"
"bbgreece2","","","Athens, Greece","5","14.0","4.0","1.0","0.0"
"MICK2320","50-64","man","NICOSIA","2","3.0","1.0","1.0","0.0"
"lions1930","","","","8","4.0","0.0","1.0","1.0"
"Yahaloma","","","","","","","",""
"NewcastleMax","35-49","woman","Newcastle","9","2.0","0.0","0.0","0.0"
"melt977","","","","","","","",""
"Froulis","","","","","","","",""
"pearlingo","25-34","woman","Istanbul","12","11.0","3.0","0.0","0.0"
"Stephen K","","","Tel Aviv, Israel","25","3.0","0.0","1.0","1.0"
"Tomlas23","","","","","","","",""
"Bojabes","","","Toronto","9","20.0","3.0","0.0","1.0"
"JonnyBastin","","","","","","","",""
"mlazopoulou","","","","","","","",""
"Keresa","","","","","","","",""
"elainie2c","35-49","woman","New Hampshire","26","21.0","6.0","3.0","0.0"
"chris_number1","","","","","","","",""
"stefanosf689","","","","","","","",""
"Mohi19","","","","","","","",""
"DL09UK","35-49","woman","London","21","6.0","0.0","0.0","0.0"
"OregonRazorback","","","","","","","",""
"GabrieleRusconi","","","","","","","",""
"Victoria T","","","Athens, Greece","6","1.0","0.0","0.0","0.0"
"Mehmet_Emre","","","","","","","",""
"bee1001","35-49","woman","Tadworth, United Kingdom","13","30.0","17.0","4.0","1.0"
"docarva","35-49","man","Mexico City, Mexico","44","38.0","33.0","29.0","18.0"
"MetalHawk","25-34","man","Nicosia, Cyprus","60","16.0","4.0","3.0","13.0"
"Anna N","35-49","woman","Moscow, Russia","11","3.0","0.0","1.0","0.0"
"VicM","50-64","man","Australia","64","71.0","28.0","7.0","5.0"
"Paxosconcierge","35-49","man","Paxos, Greece","32","33.0","7.0","3.0","0.0"
"athenskm","","","","29","5.0","2.0","0.0","1.0"
"travellingcherry","35-49","woman","Killeberg, Sweden","92","76.0","37.0","9.0","3.0"
"Mary W","","","London, United Kingdom","","","","",""
"SGVSofia","35-49","woman","Sofia","48","29.0","12.0","5.0","2.0"
"clairel922","","","","","","","",""
"Gogocar","","man","Curacao","122","146.0","45.0","13.0","4.0"
"abke550","50-64","man","Beer-Sheva, Israel","4","17.0","2.0","0.0","0.0"
"jcm_uk13","","","","","","","",""
"arithian","","","","","","","",""
"travellingwife","","","","","","","",""
"MarieAntoinette8","35-49","woman","London UK","6","4.0","3.0","2.0","1.0"
"IonutRomania","35-49","man","Suceava, Romania","21","20.0","13.0","3.0","0.0"
"Catherine70","","","","","","","",""
"xmNz23","","","","","","","",""
"AlicePOA","","","","","","","",""
"ChrDA","","","","","","","",""
"kasparof","","","","","","","",""
"F_Garvey","","","","","","","",""
"Uyen_N92708","","","","","","","",""
"mh_traveler","","","","","","","",""
"LondonGirlFriday","","","","","","","",""
"assyrhc","","","Greece","8","9.0","2.0","0.0","2.0"
"candycapetown","","woman","cape town","6","3.0","0.0","0.0","1.0"
"paterdemon","","","","","","","",""
"Ivaylo K","","","","","","","",""
"Victor1234","","","","","","","",""
"CoolWhiskey","","","","","","","",""
"marea2009","","","","","","","",""
"LCUK84","","man","London","4","1.0","0.0","2.0","1.0"
"fionescu2001","35-49","man","Bucharest, Romania","1","2.0","3.0","1.0","0.0"
"dnm001","","","","","","","",""
"daisytee","25-34","woman","Edmonton, Canada","","","","",""
"Nela_Belgrade","","","","","","","",""
"Hellimli","","","","","","","",""
"MCL1969","","","","","","","",""
"Pintainha","","","","","","","",""
"ChristineS_2010","","","Melbourne, Australia","","","","",""
"Corto-Athens","","man","Massy, France","2","1.0","0.0","1.0","0.0"
"brisoreturns","","","","","","","",""
"ia0001","25-34","man","Athens","","","","",""
"doug l","","","","","","","",""
"KristaLynnCanada","35-49","woman","Toronto","6","2.0","1.0","0.0","0.0"
"Macu68","","","","","","","",""
"ClaireBrighton","","","Brighton, UK","5","3.0","1.0","1.0","1.0"
"AMEM66","","woman","Friendship Heights, Maryland","12","3.0","2.0","0.0","0.0"
"AndyThePhotographer","","","","","","","",""
"baroma","","","","","","","",""
"Bogdanson","","","","","","","",""
"bobbyQueensland","","","","","","","",""
"lauradragutz","25-34","woman","Bucharest","","","","",""
"raamel","","","","","","","",""
"georgianaro","","","","","","","",""
"len_leen","50-64","man","Phoenix, Arizona","24","2.0","0.0","1.0","0.0"
"travell_views","35-49","man","Athens, Greece","1","2.0","1.0","0.0","0.0"
"Customtele","","","","","","","",""
"OnAir815057","","","","","","","",""
"JMICHOP","","","","","","","",""
"galiaivanova22","","","","","","","",""
"Maria I","","","","","","","",""
"nanaAmman","","","","","","","",""
"bliss0402","","","","","","","",""
"Mic L","","","","","","","",""
"yiaki","","","","","","","",""
"yjstep","","","","","","","",""
"MinaGreece","","","","","","","",""
"clubf2016","","","","","","","",""
"Габриела С","","","","","","","",""
"423panosc","","","","","","","",""
"dnpsn","","","","","","","",""
"HellenicEngineersCoo","","","","","","","",""
"Ivan A","","","","","","","",""
"Dobridin","","","","","","","",""
"Jet658199","","","","","","","",""
"julotta","","","","","","","",""
"2306magoo","","","","","","","",""
"CelineM1299","","","","","","","",""
"luisja10","","","","","","","",""
"Dimos63","","","","","","","",""
"aias80","","","","","","","",""
"Ronan M","","","","","","","",""
"istanbuller","","","","","","","",""
"996Deavers","","","","","","","",""
"Benzi823","","","","","","","",""
"mhonsrud","","","","","","","",""
"Maria S","","","","","","","",""
"Dionisios1978","","","","","","","",""
"Δημήτρης Ν","","","","","","","",""
"Λαζαρος Γ","","","","","","","",""
"0an0","","","","","","","",""
"S0l1975","","","","","","","",""
"201fay","","","","","","","",""
"Andreas T","","","","","","","",""
"Charislemesos","","","","","","","",""
"jsarayova","","","","","","","",""
"draganasimictravel89","","","","","","","",""
"Devilmalte","","","","","","","",""
"crazyboy84","","","","","","","",""
"488ppp","","","","","","","",""
"ChristinaMavronicola","","","","","","","",""
"HugeHeadedFreak","","","","","","","",""
"Instants d","","","","","","","",""
"stavr0sangeliki","","","","","","","",""
"664haluku","","","","","","","",""
"723alecm","","","","","","","",""
"Mitsos M","","","","","","","",""
"Elitsa B","","","","","","","",""
"NikosHourvou","","","","","","","",""
"explorer1970","","","","","","","",""
"Kris W","","","","","","","",""
"Dominus73","","","","","","","",""
"Elie S","","","","","","","",""
"85veronikal","","","","","","","",""
"Cristina I","","","","","","","",""
"joannaBratislava","","","","","","","",""
"rozana87","","","","","","","",""
"Cathy T","","","","","","","",""
"501andreasr","","","","","","","",""
"Tina T","","","","","","","",""
"QuaintIrene","","","","","","","",""
"42ozgurs","","","","","","","",""
"StavrosKThessaloniki","","","","","","","",""
"Sightseer253760","","","","","","","",""
"Thanos_Vasileiou","","","","","","","",""
"Kristi M","","","","","","","",""
"Tolis S","","","","","","","",""
"Emirhan1990","","","","","","","",""
"kyriacos_11","","","","","","","",""
"Timothy B","","","","","","","",""
"vividlady","","","","","","","",""
"sosokhaled","","","","","","","",""
"loergaard","","","","","","","",""
"513patriciao","","","","","","","",""
"Nancy V","","","","","","","",""
"Sevasti","","","","","","","",""
"vassilis l","","","","","","","",""
"GencNY","","","","","","","",""
"Frequentflyerspender","","","","","","","",""
"Travelhappytravel","","","","","","","",""
"AdriDmt","","","","","","","",""
"HellasHopper","","","","","","","",""
"NW28","","","","","","","",""
"famezzz","","","","","","","",""
"KRo_Strasbg","","","","","","","",""
"F_Hexe","","","","","","","",""
"ASIacovides","","","","","","","",""
"MaViDouk","","","","","","","",""
"tulay a","","","","","","","",""
"Hier0nimus","","","","","","","",""
"alla D","","","","","","","",""
"Stavros M","","","","","","","",""
"twa79","","","","","","","",""
"rottenredus","","","","","","","",""
"Yuri R","","","","","","","",""
"RodionovaDG","","","","","","","",""
"DanieW312659","","","","","","","",""
"Tevia Z","","","","","","","",""
"561Heleen","","","","","","","",""
"MarinaM563","","","","","","","",""
"konstandeena","","","","","","","",""
"Karakaxaki","","","","","","","",""
"GRZN","","","","","","","",""
"katrinetoven","","","","","","","",""
"AlexandriaGirl123","","","","","","","",""
"Global_Dundonian","","","","","","","",""
"fadfd f","","","","","","","",""
"eced34","","","","","","","",""
"green189400","","","","","","","",""
"KOSTAS P","","","","","","","",""
"nestos","","","","","","","",""
"Jeffrey49","","","","","","","",""
"Paulvew","","","","","","","",""
"alish3","","","","","","","",""
"Meander5890","","","","","","","",""
"BettieMail","","","","22.0","0.0","0.0","0.0","2.0"
"VeronicaO1178","","","Santorini, Greece","31.0","7.0","3.0","3.0","1.0"
"545Metti","","","","","","","",""
"DandyBrummel","50-64","man","Prangins, Switzerland","40.0","35.0","18.0","9.0","5.0"
"Dream13706072239","","","","","","","",""
"MarcusU28","","man","London, United Kingdom","24.0","1.0","1.0","1.0","0.0"
"rkigervaron","","man","Ho Chi Minh City, Vietnam","726.0","887.0","197.0","19.0","8.0"
"thaifishcakes","35-49","man","London, United Kingdom","92.0","69.0","34.0","4.0","0.0"
"Ed B","","","Dubai, United Arab Emirates","15.0","5.0","5.0","3.0","1.0"
"Diana8207","35-49","woman","Craiova, Romania","48.0","18.0","7.0","2.0","2.0"
"Jon4fun","","","London, United Kingdom","40.0","27.0","12.0","4.0","13.0"
"gregorl220","35-49","man","Munich, Germany","","","","",""
"kaloussa","","woman","Arachova, Greece","72.0","28.0","19.0","8.0","0.0"
"Norman B","50-64","man","Leicester, England, United Kingdom","20.0","16.0","3.0","2.0","2.0"
"Japperjas","","","","17.0","0.0","3.0","1.0","2.0"
"Jays_Kays20","","","","","","","",""
"ioana8788","","man","Bucharest, Romania","15.0","0.0","1.0","2.0","3.0"
"Compass589675","","","","","","","",""
"carolinelowry","","","","","","","",""
"Daisyneal","","","","","","","",""
"achilleasio","","","","","","","",""
"oliverd372","50-64","man","Canton of St. Gallen, Switzerland","51.0","36.0","27.0","9.0","6.0"
"928patrick","","","","","","","",""
"Jean-Marie M","","","Geneva, Switzerland","13.0","15.0","4.0","4.0","1.0"
"BARUCH2014","","","","","","","",""
"etik878","","","","","","","",""
"aroundtheworld247365","","","Cape Town, South Africa","350.0","235.0","98.0","11.0","14.0"
"552linaz","","woman","Williamsburg, Virginia","12.0","5.0","1.0","1.0","0.0"
"arbatraveler123","","","Durres, Albania","2.0","1.0","0.0","0.0","1.0"
"yankohr","","man","Sofia, Bulgaria","86.0","22.0","5.0","3.0","1.0"
"TomHoward73","","man","Manchester, United Kingdom","","","","",""
"Ioanna A","","","","","","","",""
"SusieIn_NZ","50-64","woman","Takaka, New Zealand","18.0","6.0","3.0","1.0","2.0"
"rebecca_comtacto","","","","","","","",""
"NikosN950","","","","","","","",""
"kcpsomas","","","","","","","",""
"woous","","","Perth","7.0","4.0","2.0","0.0","1.0"
"MIKKELBYRGESEN","","","Odense, Denmark","4.0","4.0","1.0","0.0","0.0"
"T_Klock","","","","","","","",""
"_N9922SY","","","","","","","",""
"aproape","","","","","","","",""
"Ntemenes","","","","","","","",""
"Greekmak","","","","","","","",""
"Trip830349","","","","","","","",""
"marcelb16","","","","","","","",""
"-Miss-Williams-123","","","London, United Kingdom","177.0","114.0","28.0","9.0","13.0"
"JimmySpoon","","","London, United Kingdom","6.0","18.0","9.0","4.0","1.0"
"741jamess","","","","","","","",""
"24kburcu","","","","","","","",""
"TomBee123","","","","2.0","0.0","0.0","1.0","1.0"
"YaelI558","","","Haifa, Israel","13.0","6.0","4.0","5.0","2.0"
"mottyh2014","35-49","man","Ramat Gan, Israel","10.0","0.0","0.0","0.0","0.0"
"Marie L","","","Dublin","12.0","1.0","0.0","0.0","0.0"
"ritamargar","","","","","","","",""
"goncas549","","","Istanbul, Turkey","19.0","18.0","10.0","4.0","0.0"
"Helene L","","","","","","","",""
"BH00973","25-34","man","Dubai, United Arab Emirates","63.0","149.0","93.0","14.0","1.0"
"YG617","","","","","","","",""
"Hed S","50-64","man","Tel Aviv, Israel","55.0","44.0","12.0","3.0","7.0"
"bhendersonb","","","","","","","",""
"MissTerese","","","","","","","",""
"Guri101","","","","","","","",""
"agelitak","","","","","","","",""
"Michael D","","","","","","","",""
"DrOpinion","","","","","","","",""
"al1101","","","Montreal, Canada","11.0","1.0","0.0","0.0","0.0"
"elisabeth p","","","","","","","",""
"Chrismuc72","","","","","","","",""
"globaltravelerATLian","","","","","","","",""
"I_iperborea","","","","","","","",""
"alarabuyukcinar","18-24","woman","Montreal, Canada","9.0","2.0","1.0","0.0","0.0"
"40georgev","","","","","","","",""
"Nahit636","","","","","","","",""
"barneylovesamber","","","London, United Kingdom","4.0","0.0","0.0","0.0","0.0"
"kacuriatko","","woman","Crete, Greece","30.0","5.0","4.0","2.0","2.0"
"panosl2016","","","","","","","",""
"Kimonas S","25-34","man","Santorini, Greece","17.0","16.0","11.0","5.0","0.0"
"konstantinap864","","","","","","","",""
"AlexisZafei","","","","","","","",""
"ArturNorthLondon","35-49","man","London, United Kingdom","47.0","73.0","44.0","7.0","3.0"
"971elst","","","Bilthoven, The Netherlands","43.0","8.0","1.0","3.0","0.0"
"george797","","","London, United Kingdom","21.0","2.0","0.0","1.0","1.0"
"Shanna S","","","","2.0","1.0","1.0","0.0","2.0"
"Warlock152","","","Albuquerque, New Mexico","15.0","5.0","5.0","1.0","0.0"
"Dana E","","","Gedera, Israel","4.0","5.0","0.0","0.0","0.0"
"cindyixtapa","50-64","woman","Ixtapa,Mexico","16.0","7.0","2.0","0.0","3.0"
"elegunsen","35-49","woman","London, United Kingdom","12.0","17.0","11.0","2.0","0.0"
"MilicaK_BG","","","Belgrade, Serbia","6.0","1.0","0.0","0.0","0.0"
"Y9637ZKclaireg","","","Leeds, United Kingdom","39.0","30.0","5.0","2.0","3.0"
"Kornelus","","man","Bucharest, Romania","112.0","131.0","71.0","13.0","11.0"
"ValerYa86","25-34","woman","Pozzuoli, Italy","19.0","4.0","2.0","2.0","0.0"
"GeorgiaGirlUK","","","Lakenheath, United Kingdom","","","","",""
"NTENIA M","","","","","","","",""
"Y8499QEjulieh","","woman","South Wales, United Kingdom","112","55","18.0","5.0","1.0"
"Enimessi10","","","","","","","",""
"gentbrugg","50-64","man","Moscow","89.0","1,076","423.0","12.0","1.0"
"orhan e","","","","","","","",""
"alexthecarioca","","","","","","","",""
"David P","","","Leeds, England, United Kingdom","8.0","14","3.0","2.0","0.0"
"Bill1961G","","","","","","","",""
"Yannis A","","","","","","","",""
"pontificait","","","Boston, Massachusetts","5.0","1","2.0","0.0","2.0"
"Milena G","","","","","","","",""
"nikolayhristovi","","","","","","","",""
"Bojana J","","","","","","","",""
"Tomislav B","","","","","","","",""
"IrenaK39","","","","","","","",""
"Goce242","","","","","","","",""
"Bisera D","","","","","","","",""
"IvanR3840","","","","","","","",""
"M E","","","","","","","",""
"Nikola Đ","","","","","","","",""
"Jelena I","","","","","","","",""
"Igor_CZ","","","","","","","",""
"Gen_Eral_87","25-34","woman","New York City, New York","16","12","3.0","0.0","0.0"
"David M","","","Ganei Tikva, Israel","7.0","0.0","0.0","0.0","0.0"
"106yaels","","","","","","","",""
"761malkar","","","","","","","",""
"kapaniris","","","","","","","",""
"franckt846","","","","","","","",""
"lukachangretta","","","Italy","","","","",""
"400ellid","","","","","","","",""
"SARSLANOGLOU","","","","4.0","2.0","3.0","0.0","0.0"
"Coastal19593707858","","","","","","","",""
"omersn1984","","","","","","","",""
"180bastian","","","","","","","",""
"zoeD76","","","Sheffield, United Kingdom","0.0","1.0","0.0","0.0","2.0"
"weinerjoerg","","man","Bamberg, Germany","","","","",""
"492malid","35-49","man","Amsterdam, The Netherlands","55.0","57.0","18.0","4.0","5.0"
"AlexTheMisoGreek","","","","","","","",""
"ljubomirp444","","","Belgrade, Serbia","","","","",""
"panosanagnostidis","","","","","","","",""
"egiavanidis","","","","","","","",""
"natassapol","","","Athens, Greece","3.0","1.0","1.0","1.0","0.0"
"anisrg_","","","","","","","",""
"melask2020","","","","","","","",""
"mariamassoura71","35-49","woman","Paphos District, Cyprus","6.0","0.0","0.0","0.0","0.0"
"Compass62655835687","","","","","","","",""
"roblI5434BF","50-64","man","Zundert, The Netherlands","141.0","292.0","94.0","35.0","9.0"
"Sjk530","","","","","","","",""
"helgabaikas","","man","Frankfurt, Germany","","","","",""
"Małgorzata B","","","","6.0","6.0","4.0","3.0","3.0"
"mevlutkose77","","","","","","","",""
"AnaP5879","","","","","","","",""
"UrsH12535","","","Sargans, Switzerland","","","","",""
